pf, N, m, T, sigma, cut, viscosity, error, enskog_RDF_PY, enskog_RDF_CS, enskog_RDF_LJ
1.000e-01, 3.000e+03, 1.000e+00, 1.000e+00, 1.000e+00, 4.500e+00, 1.955e-01, 6.391e-04, 2.208e-01, 2.202e-01, 2.216e-01
2.000e-01, 3.000e+03, 1.000e+00, 1.000e+00, 1.000e+00, 4.500e+00, 3.410e-01, 1.369e-03, 3.659e-01, 3.671e-01, 3.619e-01
3.000e-01, 3.000e+03, 1.000e+00, 1.000e+00, 1.000e+00, 4.500e+00, 6.823e-01, 4.271e-03, 7.068e-01, 7.286e-01, 6.323e-01
4.000e-01, 3.000e+03, 1.000e+00, 1.000e+00, 1.000e+00, 4.500e+00, 1.498e+00, 1.691e-02, 1.446e+00, 1.570e+00, 1.147e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.000e+00, 1.000e+00, 4.500e+00, 5.364e+00, 1.948e-01, 3.054e+00, 3.595e+00, 2.174e+00
