pf, N1, N2, m1, m2, sigma1, sigma2, g_sigma, error, RDF_PY, RDF_CS
5.000e-01, 1.000e+03, 1.000e+00, 1.000e+00, 5.617e+00, 0.000e+00, 5.000e+00, 6.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
