pf, N, m, T, sigma, cut, Z, error, EOS_CS, EOS_kolafa, EOS_gottschalk, EOS_thol, EOS_mecke, EOS_hess
1.000e-01, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 4.585e-01, 6.316e-02, 1.521e+00, 6.348e-01, 6.191e-01, 6.133e-01, 5.920e-01, 5.433e-01
1.000e-01, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 9.566e-01, 9.297e-03, 1.521e+00, 9.924e-01, 9.446e-01, 9.405e-01, 9.251e-01, 8.980e-01
1.000e-01, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 1.078e+00, 9.573e-04, 1.521e+00, 1.139e+00, 1.072e+00, 1.068e+00, 1.061e+00, 1.030e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, 7.233e-01, 1.243e-01, 3.974e+00, 7.253e-01, 3.933e-01, 7.268e-01, 4.829e-01, -2.189e-01
3.000e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, 1.687e+00, 2.039e-02, 3.974e+00, 2.014e+00, 1.563e+00, 1.649e+00, 1.577e+00, 8.407e-01
3.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, 2.009e+00, 9.772e-03, 3.974e+00, 2.574e+00, 1.960e+00, 1.978e+00, 1.981e+00, 1.233e+00
