pf, N1, N2, m1, m2, sigma1, sigma2, Z, error, EOS_PY, EOS_CS
5.000e-01, 1.000e+03, 1.000e+00, 1.000e+00, 7.508e+00, 3.158e-01, 1.100e+01, 1.300e+01, 0.000e+00, 0.000e+00, 0.000e+00
