pf, N, m, T, sigma, cut, U, error, U_F-CS, U_F-kolafa, U_F-thol, U_F-mecke, U_F-gottschalk, U_F-hess, U_RDF_CS, U_RDF_LJ
4.500e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -4.331e+00, 2.469e-02, 2.243e+00, -6.989e+00, -4.502e+00, -4.476e+00, -3.686e+00, -2.301e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -4.278e+00, 3.825e-02, 2.316e+00, -6.993e+00, -4.427e+00, -4.399e+00, -3.509e+00, -2.154e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -4.193e+00, 4.728e-02, 2.389e+00, -6.996e+00, -4.353e+00, -4.322e+00, -3.345e+00, -2.012e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -4.129e+00, 3.153e-02, 2.461e+00, -6.999e+00, -4.280e+00, -4.248e+00, -3.192e+00, -1.875e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -4.033e+00, 2.949e-02, 2.532e+00, -7.001e+00, -4.207e+00, -4.174e+00, -3.049e+00, -1.742e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -3.975e+00, 4.149e-02, 2.603e+00, -7.002e+00, -4.135e+00, -4.101e+00, -2.913e+00, -1.613e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -3.907e+00, 3.408e-02, 2.673e+00, -7.003e+00, -4.064e+00, -4.029e+00, -2.785e+00, -1.487e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -3.848e+00, 2.354e-02, 2.743e+00, -7.004e+00, -3.994e+00, -3.958e+00, -2.663e+00, -1.365e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -3.766e+00, 4.228e-02, 2.812e+00, -7.005e+00, -3.925e+00, -3.887e+00, -2.546e+00, -1.246e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -3.711e+00, 2.919e-02, 2.881e+00, -7.006e+00, -3.856e+00, -3.818e+00, -2.434e+00, -1.130e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -3.582e+00, 3.769e-02, 2.949e+00, -7.006e+00, -3.788e+00, -3.749e+00, -2.327e+00, -1.016e+00, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -3.593e+00, 2.143e-02, 3.017e+00, -7.006e+00, -3.720e+00, -3.681e+00, -2.223e+00, -9.048e-01, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -3.495e+00, 2.541e-02, 3.085e+00, -7.006e+00, -3.653e+00, -3.613e+00, -2.123e+00, -7.958e-01, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -3.384e+00, 4.268e-02, 3.152e+00, -7.006e+00, -3.587e+00, -3.546e+00, -2.026e+00, -6.890e-01, nan, -0.000e+00
4.500e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -3.370e+00, 3.231e-02, 3.218e+00, -7.006e+00, -3.521e+00, -3.480e+00, -1.931e+00, -5.842e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.300e+00, 1.000e+00, 4.500e+00, -5.722e+00, 4.677e-02, 1.749e+00, -7.312e+00, -5.904e+00, -6.057e+00, -1.460e+01, -4.659e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.400e+00, 1.000e+00, 4.500e+00, -5.606e+00, 4.451e-02, 1.861e+00, -7.495e+00, -5.782e+00, -5.885e+00, -1.248e+01, -4.215e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -5.509e+00, 3.637e-02, 1.971e+00, -7.639e+00, -5.664e+00, -5.732e+00, -1.060e+01, -3.818e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.600e+00, 1.000e+00, 4.500e+00, -5.399e+00, 3.363e-02, 2.080e+00, -7.753e+00, -5.549e+00, -5.592e+00, -9.087e+00, -3.459e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.700e+00, 1.000e+00, 4.500e+00, -5.286e+00, 3.572e-02, 2.186e+00, -7.845e+00, -5.437e+00, -5.461e+00, -7.889e+00, -3.130e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.800e+00, 1.000e+00, 4.500e+00, -5.146e+00, 3.957e-02, 2.291e+00, -7.920e+00, -5.327e+00, -5.338e+00, -6.942e+00, -2.826e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 1.900e+00, 1.000e+00, 4.500e+00, -5.069e+00, 4.083e-02, 2.395e+00, -7.982e+00, -5.219e+00, -5.219e+00, -6.185e+00, -2.544e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.000e+00, 1.000e+00, 4.500e+00, -4.927e+00, 4.160e-02, 2.497e+00, -8.033e+00, -5.114e+00, -5.106e+00, -5.571e+00, -2.280e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.100e+00, 1.000e+00, 4.500e+00, -4.829e+00, 5.192e-02, 2.598e+00, -8.075e+00, -5.011e+00, -4.996e+00, -5.062e+00, -2.031e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.200e+00, 1.000e+00, 4.500e+00, -4.735e+00, 4.983e-02, 2.698e+00, -8.111e+00, -4.909e+00, -4.889e+00, -4.633e+00, -1.796e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.300e+00, 1.000e+00, 4.500e+00, -4.636e+00, 3.562e-02, 2.796e+00, -8.142e+00, -4.809e+00, -4.785e+00, -4.265e+00, -1.572e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.400e+00, 1.000e+00, 4.500e+00, -4.543e+00, 3.489e-02, 2.894e+00, -8.168e+00, -4.711e+00, -4.683e+00, -3.944e+00, -1.359e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -4.424e+00, 4.154e-02, 2.990e+00, -8.190e+00, -4.615e+00, -4.583e+00, -3.660e+00, -1.155e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.600e+00, 1.000e+00, 4.500e+00, -4.364e+00, 3.122e-02, 3.085e+00, -8.209e+00, -4.519e+00, -4.485e+00, -3.404e+00, -9.596e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.700e+00, 1.000e+00, 4.500e+00, -4.260e+00, 6.816e-02, 3.179e+00, -8.225e+00, -4.425e+00, -4.389e+00, -3.173e+00, -7.715e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.800e+00, 1.000e+00, 4.500e+00, -4.174e+00, 4.628e-02, 3.273e+00, -8.240e+00, -4.333e+00, -4.294e+00, -2.960e+00, -5.900e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 2.900e+00, 1.000e+00, 4.500e+00, -4.059e+00, 5.409e-02, 3.365e+00, -8.252e+00, -4.241e+00, -4.201e+00, -2.763e+00, -4.147e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.000e+00, 1.000e+00, 4.500e+00, -3.970e+00, 4.166e-02, 3.456e+00, -8.263e+00, -4.151e+00, -4.109e+00, -2.580e+00, -2.450e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.100e+00, 1.000e+00, 4.500e+00, -3.894e+00, 6.555e-02, 3.547e+00, -8.272e+00, -4.062e+00, -4.018e+00, -2.408e+00, -8.036e-02, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.200e+00, 1.000e+00, 4.500e+00, -3.818e+00, 5.764e-02, 3.637e+00, -8.281e+00, -3.974e+00, -3.929e+00, -2.246e+00, 7.960e-02, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.300e+00, 1.000e+00, 4.500e+00, -3.733e+00, 4.269e-02, 3.726e+00, -8.288e+00, -3.886e+00, -3.840e+00, -2.092e+00, 2.352e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.400e+00, 1.000e+00, 4.500e+00, -3.629e+00, 6.682e-02, 3.814e+00, -8.294e+00, -3.800e+00, -3.753e+00, -1.946e+00, 3.869e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -3.511e+00, 4.913e-02, 3.902e+00, -8.300e+00, -3.715e+00, -3.666e+00, -1.806e+00, 5.348e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.600e+00, 1.000e+00, 4.500e+00, -3.460e+00, 5.631e-02, 3.989e+00, -8.305e+00, -3.630e+00, -3.581e+00, -1.672e+00, 6.793e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.700e+00, 1.000e+00, 4.500e+00, -3.369e+00, 8.060e-02, 4.075e+00, -8.310e+00, -3.547e+00, -3.496e+00, -1.543e+00, 8.206e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.800e+00, 1.000e+00, 4.500e+00, -3.311e+00, 5.374e-02, 4.160e+00, -8.313e+00, -3.464e+00, -3.412e+00, -1.418e+00, 9.589e-01, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 3.900e+00, 1.000e+00, 4.500e+00, -3.216e+00, 5.605e-02, 4.245e+00, -8.317e+00, -3.381e+00, -3.329e+00, -1.298e+00, 1.094e+00, nan, -0.000e+00
5.000e-01, 3.000e+03, 1.000e+00, 4.000e+00, 1.000e+00, 4.500e+00, -3.116e+00, 5.782e-02, 4.330e+00, -8.320e+00, -3.300e+00, -3.247e+00, -1.182e+00, 1.227e+00, nan, -0.000e+00
