pf, N1, N2, m1, m2, sigma1, sigma2, viscosity, error, enskog_RDF_PY, enskog_RDF_CS
5.000e-01, 1.000e+03, 1.000e+00, 1.000e+00, 5.061e+00, 5.435e+00, 3.740e+00, 4.403e+00, 0.000e+00, 0.000e+00, 0.000e+00
