pf,N,m,T,sigma,cut,enskog_F-CS,enskog_F-kolafa,enskog_F-thol,enskog_F-mecke,enskog_F-gottschalk,enskog_F-hess,enskog_RDF_LJ
2.500e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,8.343e-01,1.128e+00,1.036e+00,1.036e+00,1.054e+00,1.377e+00,1.123e+00
3.000e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,1.093e+00,1.574e+00,1.341e+00,1.344e+00,1.404e+00,2.099e+00,1.452e+00
3.500e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,1.471e+00,2.233e+00,1.788e+00,1.791e+00,1.920e+00,3.216e+00,1.886e+00
4.000e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,2.020e+00,3.219e+00,2.434e+00,2.439e+00,2.665e+00,4.923e+00,2.453e+00
4.500e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,2.820e+00,4.715e+00,3.355e+00,3.368e+00,3.721e+00,7.526e+00,3.190e+00
5.000e-01,3.000e+03,1.000e+00,3.289e+00,1.000e+00,4.500e+00,3.994e+00,7.016e+00,4.652e+00,4.673e+00,5.197e+00,1.152e+01,4.131e+00
2.500e-02,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,4.380e-01,4.334e-01,5.216e-01,5.220e-01,5.166e-01,5.062e-01,4.427e-01
5.000e-02,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,4.479e-01,4.525e-01,5.445e-01,5.450e-01,5.347e-01,4.950e-01,4.759e-01
7.500e-02,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,4.639e-01,4.802e-01,5.730e-01,5.734e-01,5.593e-01,5.040e-01,5.178e-01
1.000e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,4.869e-01,5.194e-01,6.080e-01,6.084e-01,5.918e-01,5.346e-01,5.692e-01
1.500e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,5.584e-01,6.429e-01,7.030e-01,7.038e-01,6.874e-01,6.721e-01,7.048e-01
2.000e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,6.742e-01,8.447e-01,8.460e-01,8.461e-01,8.394e-01,9.418e-01,8.927e-01
2.500e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,8.506e-01,1.153e+00,1.057e+00,1.057e+00,1.073e+00,1.399e+00,1.146e+00
3.000e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,1.111e+00,1.610e+00,1.365e+00,1.367e+00,1.424e+00,2.127e+00,1.481e+00
3.500e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,1.491e+00,2.288e+00,1.815e+00,1.818e+00,1.939e+00,3.251e+00,1.922e+00
4.000e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,2.042e+00,3.302e+00,2.464e+00,2.469e+00,2.681e+00,4.964e+00,2.498e+00
4.500e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,2.841e+00,4.842e+00,3.385e+00,3.398e+00,3.731e+00,7.567e+00,3.244e+00
5.000e-01,3.000e+03,1.000e+00,3.432e+00,1.000e+00,4.500e+00,4.012e+00,7.212e+00,4.679e+00,4.700e+00,5.194e+00,1.155e+01,4.195e+00
2.500e-02,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,4.502e-01,4.440e-01,5.378e-01,5.381e-01,5.329e-01,5.217e-01,4.524e-01
5.000e-02,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,4.602e-01,4.631e-01,5.606e-01,5.610e-01,5.511e-01,5.093e-01,4.863e-01
7.500e-02,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,4.764e-01,4.910e-01,5.891e-01,5.894e-01,5.759e-01,5.176e-01,5.291e-01
1.000e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,4.996e-01,5.308e-01,6.242e-01,6.245e-01,6.085e-01,5.480e-01,5.815e-01
1.500e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,5.719e-01,6.563e-01,7.198e-01,7.207e-01,7.047e-01,6.863e-01,7.197e-01
2.000e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,6.887e-01,8.620e-01,8.643e-01,8.644e-01,8.575e-01,9.587e-01,9.110e-01
2.500e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,8.665e-01,1.177e+00,1.077e+00,1.078e+00,1.092e+00,1.420e+00,1.169e+00
3.000e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,1.129e+00,1.646e+00,1.389e+00,1.391e+00,1.443e+00,2.154e+00,1.510e+00
3.500e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,1.511e+00,2.342e+00,1.841e+00,1.844e+00,1.958e+00,3.286e+00,1.958e+00
4.000e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,2.062e+00,3.384e+00,2.492e+00,2.497e+00,2.697e+00,5.005e+00,2.542e+00
4.500e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,2.862e+00,4.966e+00,3.414e+00,3.427e+00,3.741e+00,7.608e+00,3.299e+00
5.000e-01,3.000e+03,1.000e+00,3.574e+00,1.000e+00,4.500e+00,4.030e+00,7.404e+00,4.705e+00,4.726e+00,5.193e+00,1.157e+01,4.259e+00
2.500e-02,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,4.623e-01,4.543e-01,5.537e-01,5.540e-01,5.490e-01,5.369e-01,4.620e-01
5.000e-02,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,4.724e-01,4.733e-01,5.764e-01,5.768e-01,5.673e-01,5.233e-01,4.966e-01
7.500e-02,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,4.887e-01,5.016e-01,6.049e-01,6.051e-01,5.921e-01,5.309e-01,5.401e-01
1.000e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,5.122e-01,5.418e-01,6.401e-01,6.403e-01,6.250e-01,5.611e-01,5.935e-01
1.500e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,5.852e-01,6.693e-01,7.364e-01,7.372e-01,7.217e-01,7.003e-01,7.343e-01
2.000e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,7.031e-01,8.790e-01,8.823e-01,8.824e-01,8.753e-01,9.753e-01,9.290e-01
2.500e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,8.822e-01,1.201e+00,1.097e+00,1.098e+00,1.111e+00,1.441e+00,1.191e+00
3.000e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,1.146e+00,1.681e+00,1.412e+00,1.414e+00,1.462e+00,2.181e+00,1.538e+00
3.500e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,1.530e+00,2.394e+00,1.867e+00,1.870e+00,1.976e+00,3.319e+00,1.993e+00
4.000e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,2.083e+00,3.464e+00,2.520e+00,2.525e+00,2.713e+00,5.045e+00,2.586e+00
4.500e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,2.882e+00,5.088e+00,3.443e+00,3.455e+00,3.752e+00,7.649e+00,3.352e+00
5.000e-01,3.000e+03,1.000e+00,3.716e+00,1.000e+00,4.500e+00,4.047e+00,7.592e+00,4.731e+00,4.752e+00,5.192e+00,1.160e+01,4.323e+00
2.500e-02,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,4.742e-01,4.643e-01,5.694e-01,5.696e-01,5.647e-01,5.518e-01,4.713e-01
5.000e-02,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,4.845e-01,4.834e-01,5.920e-01,5.922e-01,5.831e-01,5.370e-01,5.065e-01
7.500e-02,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,5.009e-01,5.119e-01,6.205e-01,6.206e-01,6.081e-01,5.440e-01,5.509e-01
1.000e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,5.246e-01,5.527e-01,6.557e-01,6.559e-01,6.412e-01,5.740e-01,6.053e-01
1.500e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,5.983e-01,6.821e-01,7.527e-01,7.535e-01,7.385e-01,7.141e-01,7.486e-01
2.000e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,7.172e-01,8.957e-01,9.000e-01,9.001e-01,8.929e-01,9.916e-01,9.466e-01
2.500e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,8.977e-01,1.224e+00,1.117e+00,1.118e+00,1.129e+00,1.462e+00,1.213e+00
3.000e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,1.163e+00,1.715e+00,1.434e+00,1.436e+00,1.481e+00,2.207e+00,1.565e+00
3.500e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,1.548e+00,2.446e+00,1.892e+00,1.895e+00,1.995e+00,3.353e+00,2.027e+00
4.000e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,2.102e+00,3.542e+00,2.548e+00,2.552e+00,2.730e+00,5.084e+00,2.629e+00
4.500e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,2.902e+00,5.207e+00,3.471e+00,3.483e+00,3.763e+00,7.689e+00,3.406e+00
5.000e-01,3.000e+03,1.000e+00,3.858e+00,1.000e+00,4.500e+00,4.064e+00,7.775e+00,4.757e+00,4.777e+00,5.193e+00,1.163e+01,4.387e+00
2.500e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.860e-01,4.740e-01,5.847e-01,5.848e-01,5.802e-01,5.665e-01,4.804e-01
5.000e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.964e-01,4.932e-01,6.072e-01,6.074e-01,5.987e-01,5.505e-01,5.163e-01
7.500e-02,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,5.130e-01,5.219e-01,6.358e-01,6.358e-01,6.239e-01,5.569e-01,5.615e-01
1.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,5.369e-01,5.632e-01,6.711e-01,6.712e-01,6.572e-01,5.867e-01,6.169e-01
1.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,6.113e-01,6.947e-01,7.688e-01,7.696e-01,7.551e-01,7.277e-01,7.626e-01
2.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,7.311e-01,9.120e-01,9.174e-01,9.175e-01,9.103e-01,1.008e+00,9.640e-01
2.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,9.129e-01,1.247e+00,1.137e+00,1.137e+00,1.147e+00,1.482e+00,1.235e+00
3.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.180e+00,1.749e+00,1.456e+00,1.458e+00,1.500e+00,2.233e+00,1.593e+00
3.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.566e+00,2.496e+00,1.917e+00,1.919e+00,2.013e+00,3.385e+00,2.061e+00
4.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.122e+00,3.618e+00,2.574e+00,2.579e+00,2.746e+00,5.123e+00,2.672e+00
4.500e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.921e+00,5.323e+00,3.498e+00,3.510e+00,3.774e+00,7.729e+00,3.458e+00
5.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.080e+00,7.955e+00,4.782e+00,4.802e+00,5.195e+00,1.165e+01,4.450e+00
