pf,N,m,T,sigma,cut,enskog_F-CS,enskog_F-kolafa,enskog_F-thol,enskog_F-mecke,enskog_F-gottschalk,enskog_F-hess,enskog_RDF_LJ
4.574e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.011e+00,5.286e+00,3.584e+00,3.598e+00,3.928e+00,8.099e+00,3.437e+00
4.574e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,3.025e+00,5.377e+00,3.604e+00,3.618e+00,3.935e+00,8.127e+00,3.476e+00
4.574e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,3.039e+00,5.467e+00,3.624e+00,3.637e+00,3.942e+00,8.155e+00,3.515e+00
4.574e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,3.053e+00,5.555e+00,3.643e+00,3.656e+00,3.949e+00,8.183e+00,3.553e+00
4.574e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,3.066e+00,5.642e+00,3.662e+00,3.675e+00,3.956e+00,8.211e+00,3.591e+00
4.837e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,3.168e+00,3.313e+00,3.655e+00,3.740e+00,4.939e+00,9.831e+00,2.849e+00
4.837e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,3.198e+00,3.459e+00,3.692e+00,3.757e+00,5.003e+00,9.809e+00,2.914e+00
4.837e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.226e+00,3.613e+00,3.726e+00,3.779e+00,4.977e+00,9.795e+00,2.977e+00
4.837e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,3.252e+00,3.770e+00,3.759e+00,3.803e+00,4.927e+00,9.787e+00,3.037e+00
4.837e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,3.276e+00,3.928e+00,3.791e+00,3.828e+00,4.877e+00,9.784e+00,3.094e+00
4.837e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,3.299e+00,4.085e+00,3.821e+00,3.853e+00,4.833e+00,9.786e+00,3.148e+00
4.837e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,3.322e+00,4.241e+00,3.850e+00,3.879e+00,4.796e+00,9.790e+00,3.200e+00
4.837e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,3.343e+00,4.396e+00,3.878e+00,3.905e+00,4.766e+00,9.798e+00,3.248e+00
4.837e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,3.363e+00,4.547e+00,3.905e+00,3.930e+00,4.743e+00,9.807e+00,3.295e+00
4.837e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,3.383e+00,4.696e+00,3.931e+00,3.955e+00,4.723e+00,9.819e+00,3.340e+00
4.837e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,3.401e+00,4.842e+00,3.957e+00,3.980e+00,4.708e+00,9.833e+00,3.383e+00
4.837e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,3.419e+00,4.986e+00,3.982e+00,4.004e+00,4.696e+00,9.848e+00,3.426e+00
4.837e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,3.437e+00,5.127e+00,4.006e+00,4.028e+00,4.686e+00,9.864e+00,3.468e+00
4.837e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,3.454e+00,5.265e+00,4.029e+00,4.051e+00,4.678e+00,9.881e+00,3.509e+00
4.837e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,3.470e+00,5.401e+00,4.053e+00,4.073e+00,4.672e+00,9.900e+00,3.551e+00
4.837e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,3.487e+00,5.534e+00,4.075e+00,4.096e+00,4.668e+00,9.919e+00,3.593e+00
4.837e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,3.502e+00,5.665e+00,4.097e+00,4.118e+00,4.665e+00,9.939e+00,3.635e+00
4.837e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,3.517e+00,5.793e+00,4.119e+00,4.139e+00,4.663e+00,9.960e+00,3.677e+00
4.837e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,3.532e+00,5.919e+00,4.140e+00,4.160e+00,4.662e+00,9.981e+00,3.719e+00
4.837e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.547e+00,6.043e+00,4.161e+00,4.181e+00,4.662e+00,1.000e+01,3.762e+00
4.837e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.561e+00,6.165e+00,4.182e+00,4.201e+00,4.662e+00,1.003e+01,3.805e+00
4.837e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.575e+00,6.284e+00,4.202e+00,4.221e+00,4.663e+00,1.005e+01,3.848e+00
4.837e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.589e+00,6.402e+00,4.222e+00,4.241e+00,4.665e+00,1.007e+01,3.891e+00
4.837e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.602e+00,6.518e+00,4.241e+00,4.260e+00,4.668e+00,1.009e+01,3.934e+00
4.837e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,3.615e+00,6.632e+00,4.261e+00,4.279e+00,4.670e+00,1.012e+01,3.976e+00
4.837e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,3.628e+00,6.745e+00,4.279e+00,4.298e+00,4.674e+00,1.014e+01,4.019e+00
4.837e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,3.641e+00,6.856e+00,4.298e+00,4.317e+00,4.677e+00,1.017e+01,4.061e+00
4.837e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,3.653e+00,6.965e+00,4.317e+00,4.335e+00,4.682e+00,1.019e+01,4.104e+00
5.100e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,3.959e+00,3.996e+00,4.525e+00,4.622e+00,6.109e+00,1.292e+01,3.361e+00
5.100e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,3.985e+00,4.187e+00,4.554e+00,4.628e+00,6.179e+00,1.284e+01,3.431e+00
5.100e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,4.008e+00,4.386e+00,4.581e+00,4.640e+00,6.129e+00,1.278e+01,3.497e+00
5.100e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,4.030e+00,4.587e+00,4.607e+00,4.656e+00,6.049e+00,1.272e+01,3.561e+00
5.100e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,4.051e+00,4.790e+00,4.632e+00,4.674e+00,5.969e+00,1.268e+01,3.620e+00
5.100e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,4.071e+00,4.991e+00,4.657e+00,4.694e+00,5.899e+00,1.264e+01,3.676e+00
5.100e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,4.090e+00,5.190e+00,4.681e+00,4.714e+00,5.840e+00,1.261e+01,3.728e+00
5.100e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,4.107e+00,5.386e+00,4.704e+00,4.735e+00,5.791e+00,1.258e+01,3.778e+00
5.100e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,4.125e+00,5.579e+00,4.727e+00,4.756e+00,5.750e+00,1.256e+01,3.825e+00
5.100e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,4.141e+00,5.768e+00,4.749e+00,4.776e+00,5.715e+00,1.255e+01,3.869e+00
5.100e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,4.157e+00,5.954e+00,4.771e+00,4.797e+00,5.687e+00,1.254e+01,3.913e+00
5.100e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,4.172e+00,6.136e+00,4.792e+00,4.817e+00,5.662e+00,1.253e+01,3.956e+00
5.100e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,4.187e+00,6.315e+00,4.813e+00,4.838e+00,5.641e+00,1.252e+01,3.998e+00
5.100e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,4.201e+00,6.490e+00,4.834e+00,4.858e+00,5.623e+00,1.252e+01,4.041e+00
5.100e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,4.215e+00,6.662e+00,4.854e+00,4.878e+00,5.608e+00,1.252e+01,4.083e+00
5.100e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,4.228e+00,6.830e+00,4.874e+00,4.897e+00,5.595e+00,1.252e+01,4.126e+00
5.100e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,4.241e+00,6.995e+00,4.893e+00,4.916e+00,5.584e+00,1.253e+01,4.170e+00
5.100e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,4.254e+00,7.158e+00,4.913e+00,4.935e+00,5.574e+00,1.253e+01,4.214e+00
5.100e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,4.267e+00,7.317e+00,4.932e+00,4.954e+00,5.566e+00,1.254e+01,4.258e+00
5.100e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,4.279e+00,7.474e+00,4.950e+00,4.973e+00,5.559e+00,1.255e+01,4.304e+00
5.100e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,4.291e+00,7.627e+00,4.969e+00,4.991e+00,5.554e+00,1.256e+01,4.349e+00
5.100e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,4.303e+00,7.779e+00,4.987e+00,5.009e+00,5.549e+00,1.257e+01,4.395e+00
5.100e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,4.315e+00,7.928e+00,5.005e+00,5.027e+00,5.545e+00,1.258e+01,4.441e+00
5.100e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,4.326e+00,8.074e+00,5.023e+00,5.044e+00,5.542e+00,1.259e+01,4.488e+00
5.100e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,4.337e+00,8.218e+00,5.040e+00,5.062e+00,5.540e+00,1.261e+01,4.534e+00
5.100e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,4.348e+00,8.360e+00,5.058e+00,5.079e+00,5.538e+00,1.262e+01,4.580e+00
5.100e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,4.359e+00,8.500e+00,5.075e+00,5.096e+00,5.537e+00,1.264e+01,4.627e+00
5.100e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,4.369e+00,8.638e+00,5.092e+00,5.113e+00,5.537e+00,1.266e+01,4.672e+00
