pf, N, m, T, sigma, cut, U, error, U_F-CS, U_F-kolafa, U_F-thol, U_F-mecke, U_F-gottschalk, U_F-hess, U_RDF_CS, U_RDF_LJ
1.000e-01, 6.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -1.908e+00, 3.084e-01, 8.977e-02, -1.372e+00, -1.381e+00, -1.363e+00, -1.381e+00, -1.448e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -1.146e+00, 6.427e-03, 1.561e-01, -1.158e+00, -1.184e+00, -1.175e+00, -1.180e+00, -1.214e+00, nan, -0.000e+00
1.000e-01, 6.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -1.048e+00, 7.541e-04, 2.227e-01, -1.045e+00, -1.086e+00, -1.080e+00, -1.081e+00, -1.099e+00, nan, -0.000e+00
3.000e-01, 3.000e+03, 1.000e+00, 1.500e+00, 1.000e+00, 4.500e+00, -3.708e+00, 3.113e-02, 5.038e-01, -3.827e+00, -3.806e+00, -3.893e+00, -3.471e+00, -4.338e+00, nan, -0.000e+00
3.000e-01, 3.000e+03, 1.000e+00, 2.500e+00, 1.000e+00, 4.500e+00, -3.313e+00, 1.248e-02, 8.342e-01, -3.263e+00, -3.430e+00, -3.421e+00, -3.571e+00, -3.629e+00, nan, -0.000e+00
3.000e-01, 3.000e+03, 1.000e+00, 3.500e+00, 1.000e+00, 4.500e+00, -2.985e+00, 1.555e-02, 1.152e+00, -2.881e+00, -3.096e+00, -3.077e+00, -3.136e+00, -3.276e+00, nan, -0.000e+00
