pf,N,m,T,sigma,cut,enskog_F-CS,enskog_F-kolafa,enskog_F-thol,enskog_F-mecke,enskog_F-gottschalk,enskog_F-hess,enskog_RDF_CS,enskog_RDF_LJ,omega,enskog_F-thol-fitted
3.800e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.807e+00,2.304e+00,1.752e+00,1.754e+00,1.888e+00,3.158e+00,3.158e+00,3.158e+00,1.235e+00,1.015e+00
3.800e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.821e+00,2.342e+00,1.767e+00,1.770e+00,1.898e+00,3.178e+00,3.178e+00,3.178e+00,1.245e+00,1.012e+00
3.800e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.835e+00,2.380e+00,1.782e+00,1.785e+00,1.908e+00,3.198e+00,3.198e+00,3.198e+00,1.231e+00,1.019e+00
3.800e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.848e+00,2.418e+00,1.798e+00,1.800e+00,1.918e+00,3.218e+00,3.218e+00,3.218e+00,1.239e+00,9.986e-01
3.800e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.862e+00,2.454e+00,1.812e+00,1.815e+00,1.928e+00,3.237e+00,3.237e+00,3.237e+00,1.225e+00,1.015e+00
3.800e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.875e+00,2.491e+00,1.827e+00,1.829e+00,1.938e+00,3.256e+00,3.256e+00,3.256e+00,1.257e+00,1.010e+00
4.000e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,1.617e+00,1.475e+00,1.493e+00,1.541e+00,1.992e+00,3.232e+00,3.232e+00,3.232e+00,1.107e+00,9.866e-01
4.000e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,1.646e+00,1.531e+00,1.526e+00,1.562e+00,2.025e+00,3.250e+00,3.250e+00,3.250e+00,1.123e+00,9.922e-01
4.000e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.673e+00,1.589e+00,1.558e+00,1.585e+00,2.032e+00,3.271e+00,3.271e+00,3.271e+00,1.111e+00,1.012e+00
4.000e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,1.699e+00,1.649e+00,1.587e+00,1.609e+00,2.032e+00,3.294e+00,3.294e+00,3.294e+00,1.116e+00,1.014e+00
4.000e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,1.723e+00,1.710e+00,1.615e+00,1.633e+00,2.031e+00,3.317e+00,3.317e+00,3.317e+00,1.126e+00,1.023e+00
4.000e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,1.747e+00,1.771e+00,1.642e+00,1.656e+00,2.031e+00,3.341e+00,3.341e+00,3.341e+00,1.141e+00,1.023e+00
4.000e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,1.770e+00,1.831e+00,1.668e+00,1.680e+00,2.032e+00,3.366e+00,3.366e+00,3.366e+00,1.146e+00,1.012e+00
4.000e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,1.791e+00,1.891e+00,1.692e+00,1.702e+00,2.035e+00,3.390e+00,3.390e+00,3.390e+00,1.162e+00,1.014e+00
4.000e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,1.812e+00,1.949e+00,1.716e+00,1.725e+00,2.040e+00,3.415e+00,3.415e+00,3.415e+00,1.183e+00,1.028e+00
4.000e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,1.832e+00,2.007e+00,1.738e+00,1.746e+00,2.045e+00,3.439e+00,3.439e+00,3.439e+00,1.177e+00,1.017e+00
4.000e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,1.852e+00,2.064e+00,1.760e+00,1.767e+00,2.051e+00,3.464e+00,3.464e+00,3.464e+00,1.164e+00,1.041e+00
4.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.871e+00,2.120e+00,1.781e+00,1.788e+00,2.058e+00,3.488e+00,3.488e+00,3.488e+00,1.181e+00,1.018e+00
4.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.889e+00,2.175e+00,1.802e+00,1.808e+00,2.065e+00,3.512e+00,3.512e+00,3.512e+00,1.187e+00,1.030e+00
4.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.907e+00,2.229e+00,1.822e+00,1.828e+00,2.073e+00,3.536e+00,3.536e+00,3.536e+00,1.210e+00,1.007e+00
4.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.925e+00,2.282e+00,1.841e+00,1.847e+00,2.081e+00,3.559e+00,3.559e+00,3.559e+00,1.189e+00,1.022e+00
4.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.942e+00,2.334e+00,1.860e+00,1.866e+00,2.089e+00,3.582e+00,3.582e+00,3.582e+00,1.208e+00,1.022e+00
4.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.959e+00,2.385e+00,1.879e+00,1.884e+00,2.097e+00,3.605e+00,3.605e+00,3.605e+00,1.210e+00,1.036e+00
4.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.975e+00,2.435e+00,1.897e+00,1.902e+00,2.106e+00,3.628e+00,3.628e+00,3.628e+00,1.207e+00,1.018e+00
4.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.991e+00,2.484e+00,1.915e+00,1.919e+00,2.115e+00,3.650e+00,3.650e+00,3.650e+00,1.213e+00,9.948e-01
4.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.007e+00,2.533e+00,1.932e+00,1.936e+00,2.124e+00,3.673e+00,3.673e+00,3.673e+00,1.206e+00,1.028e+00
4.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.022e+00,2.580e+00,1.949e+00,1.953e+00,2.133e+00,3.695e+00,3.695e+00,3.695e+00,1.218e+00,1.012e+00
4.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.037e+00,2.627e+00,1.966e+00,1.970e+00,2.142e+00,3.716e+00,3.716e+00,3.716e+00,1.204e+00,1.016e+00
4.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.052e+00,2.673e+00,1.982e+00,1.986e+00,2.151e+00,3.738e+00,3.738e+00,3.738e+00,1.235e+00,1.015e+00
4.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.066e+00,2.719e+00,1.998e+00,2.002e+00,2.160e+00,3.759e+00,3.759e+00,3.759e+00,1.245e+00,1.012e+00
4.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,2.080e+00,2.764e+00,2.014e+00,2.017e+00,2.169e+00,3.780e+00,3.780e+00,3.780e+00,1.231e+00,1.019e+00
4.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,2.094e+00,2.808e+00,2.029e+00,2.033e+00,2.178e+00,3.801e+00,3.801e+00,3.801e+00,1.239e+00,9.986e-01
4.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,2.108e+00,2.852e+00,2.045e+00,2.048e+00,2.188e+00,3.822e+00,3.822e+00,3.822e+00,1.225e+00,1.015e+00
4.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.122e+00,2.895e+00,2.060e+00,2.063e+00,2.197e+00,3.842e+00,3.842e+00,3.842e+00,1.257e+00,1.010e+00
4.200e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,1.891e+00,1.690e+00,1.748e+00,1.801e+00,2.347e+00,3.919e+00,3.919e+00,3.919e+00,1.107e+00,9.866e-01
4.200e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,1.920e+00,1.756e+00,1.782e+00,1.822e+00,2.384e+00,3.936e+00,3.936e+00,3.936e+00,1.123e+00,9.922e-01
4.200e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.949e+00,1.826e+00,1.814e+00,1.845e+00,2.388e+00,3.955e+00,3.955e+00,3.955e+00,1.111e+00,1.012e+00
4.200e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,1.975e+00,1.897e+00,1.845e+00,1.869e+00,2.382e+00,3.977e+00,3.977e+00,3.977e+00,1.116e+00,1.014e+00
4.200e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,2.001e+00,1.969e+00,1.873e+00,1.893e+00,2.375e+00,3.999e+00,3.999e+00,3.999e+00,1.126e+00,1.023e+00
4.200e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,2.025e+00,2.041e+00,1.900e+00,1.917e+00,2.370e+00,4.023e+00,4.023e+00,4.023e+00,1.141e+00,1.023e+00
4.200e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,2.048e+00,2.113e+00,1.926e+00,1.941e+00,2.367e+00,4.047e+00,4.047e+00,4.047e+00,1.146e+00,1.012e+00
4.200e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,2.071e+00,2.184e+00,1.951e+00,1.964e+00,2.366e+00,4.071e+00,4.071e+00,4.071e+00,1.162e+00,1.014e+00
4.200e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,2.092e+00,2.253e+00,1.975e+00,1.987e+00,2.367e+00,4.095e+00,4.095e+00,4.095e+00,1.183e+00,1.028e+00
4.200e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,2.113e+00,2.322e+00,1.999e+00,2.009e+00,2.369e+00,4.119e+00,4.119e+00,4.119e+00,1.177e+00,1.017e+00
4.200e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,2.133e+00,2.389e+00,2.021e+00,2.030e+00,2.372e+00,4.144e+00,4.144e+00,4.144e+00,1.164e+00,1.041e+00
4.200e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.152e+00,2.455e+00,2.043e+00,2.051e+00,2.376e+00,4.168e+00,4.168e+00,4.168e+00,1.181e+00,1.018e+00
4.200e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.171e+00,2.520e+00,2.064e+00,2.072e+00,2.381e+00,4.192e+00,4.192e+00,4.192e+00,1.187e+00,1.030e+00
4.200e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,2.190e+00,2.584e+00,2.084e+00,2.092e+00,2.387e+00,4.216e+00,4.216e+00,4.216e+00,1.210e+00,1.007e+00
4.200e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,2.207e+00,2.647e+00,2.104e+00,2.111e+00,2.393e+00,4.240e+00,4.240e+00,4.240e+00,1.189e+00,1.022e+00
4.200e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,2.225e+00,2.708e+00,2.123e+00,2.130e+00,2.400e+00,4.263e+00,4.263e+00,4.263e+00,1.208e+00,1.022e+00
4.200e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,2.242e+00,2.769e+00,2.142e+00,2.149e+00,2.407e+00,4.287e+00,4.287e+00,4.287e+00,1.210e+00,1.036e+00
4.200e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,2.258e+00,2.828e+00,2.160e+00,2.167e+00,2.414e+00,4.310e+00,4.310e+00,4.310e+00,1.207e+00,1.018e+00
4.200e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,2.275e+00,2.886e+00,2.178e+00,2.185e+00,2.421e+00,4.333e+00,4.333e+00,4.333e+00,1.213e+00,9.948e-01
4.200e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.290e+00,2.944e+00,2.196e+00,2.202e+00,2.429e+00,4.355e+00,4.355e+00,4.355e+00,1.206e+00,1.028e+00
4.200e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.306e+00,3.000e+00,2.213e+00,2.219e+00,2.436e+00,4.378e+00,4.378e+00,4.378e+00,1.218e+00,1.012e+00
4.200e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.321e+00,3.056e+00,2.230e+00,2.236e+00,2.444e+00,4.400e+00,4.400e+00,4.400e+00,1.204e+00,1.016e+00
4.200e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.336e+00,3.111e+00,2.247e+00,2.253e+00,2.452e+00,4.423e+00,4.423e+00,4.423e+00,1.235e+00,1.015e+00
4.200e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.351e+00,3.164e+00,2.263e+00,2.269e+00,2.460e+00,4.444e+00,4.444e+00,4.444e+00,1.245e+00,1.012e+00
4.200e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,2.365e+00,3.217e+00,2.279e+00,2.285e+00,2.469e+00,4.466e+00,4.466e+00,4.466e+00,1.231e+00,1.019e+00
4.200e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,2.379e+00,3.270e+00,2.295e+00,2.300e+00,2.477e+00,4.488e+00,4.488e+00,4.488e+00,1.239e+00,9.986e-01
4.200e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,2.393e+00,3.321e+00,2.311e+00,2.316e+00,2.485e+00,4.509e+00,4.509e+00,4.509e+00,1.225e+00,1.015e+00
4.200e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.407e+00,3.372e+00,2.326e+00,2.331e+00,2.494e+00,4.530e+00,4.530e+00,4.530e+00,1.257e+00,1.010e+00
4.400e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,2.216e+00,1.943e+00,2.052e+00,2.110e+00,2.766e+00,4.764e+00,4.764e+00,4.764e+00,1.107e+00,9.866e-01
4.400e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,2.247e+00,2.021e+00,2.086e+00,2.130e+00,2.807e+00,4.775e+00,4.775e+00,4.775e+00,1.123e+00,9.922e-01
4.400e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.276e+00,2.104e+00,2.118e+00,2.152e+00,2.806e+00,4.791e+00,4.791e+00,4.791e+00,1.111e+00,1.012e+00
4.400e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,2.303e+00,2.189e+00,2.148e+00,2.176e+00,2.792e+00,4.809e+00,4.809e+00,4.809e+00,1.116e+00,1.014e+00
4.400e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,2.329e+00,2.275e+00,2.177e+00,2.199e+00,2.778e+00,4.828e+00,4.828e+00,4.828e+00,1.126e+00,1.023e+00
4.400e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,2.354e+00,2.360e+00,2.204e+00,2.223e+00,2.765e+00,4.849e+00,4.849e+00,4.849e+00,1.141e+00,1.023e+00
4.400e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,2.377e+00,2.445e+00,2.230e+00,2.247e+00,2.756e+00,4.870e+00,4.870e+00,4.870e+00,1.146e+00,1.012e+00
4.400e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,2.400e+00,2.529e+00,2.255e+00,2.270e+00,2.750e+00,4.892e+00,4.892e+00,4.892e+00,1.162e+00,1.014e+00
4.400e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,2.422e+00,2.612e+00,2.279e+00,2.292e+00,2.746e+00,4.915e+00,4.915e+00,4.915e+00,1.183e+00,1.028e+00
4.400e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,2.443e+00,2.693e+00,2.302e+00,2.315e+00,2.744e+00,4.937e+00,4.937e+00,4.937e+00,1.177e+00,1.017e+00
4.400e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,2.463e+00,2.773e+00,2.324e+00,2.336e+00,2.744e+00,4.960e+00,4.960e+00,4.960e+00,1.164e+00,1.041e+00
4.400e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.482e+00,2.852e+00,2.346e+00,2.357e+00,2.745e+00,4.983e+00,4.983e+00,4.983e+00,1.181e+00,1.018e+00
4.400e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.501e+00,2.929e+00,2.367e+00,2.378e+00,2.747e+00,5.006e+00,5.006e+00,5.006e+00,1.187e+00,1.030e+00
4.400e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,2.520e+00,3.004e+00,2.387e+00,2.398e+00,2.750e+00,5.029e+00,5.029e+00,5.029e+00,1.210e+00,1.007e+00
4.400e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,2.538e+00,3.079e+00,2.407e+00,2.417e+00,2.754e+00,5.052e+00,5.052e+00,5.052e+00,1.189e+00,1.022e+00
4.400e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,2.555e+00,3.152e+00,2.427e+00,2.436e+00,2.758e+00,5.075e+00,5.075e+00,5.075e+00,1.208e+00,1.022e+00
4.400e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,2.572e+00,3.223e+00,2.445e+00,2.455e+00,2.762e+00,5.097e+00,5.097e+00,5.097e+00,1.210e+00,1.036e+00
4.400e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,2.589e+00,3.293e+00,2.464e+00,2.473e+00,2.768e+00,5.120e+00,5.120e+00,5.120e+00,1.207e+00,1.018e+00
4.400e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,2.605e+00,3.363e+00,2.482e+00,2.491e+00,2.773e+00,5.142e+00,5.142e+00,5.142e+00,1.213e+00,9.948e-01
4.400e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,2.621e+00,3.431e+00,2.500e+00,2.509e+00,2.779e+00,5.165e+00,5.165e+00,5.165e+00,1.206e+00,1.028e+00
4.400e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,2.636e+00,3.497e+00,2.517e+00,2.526e+00,2.785e+00,5.187e+00,5.187e+00,5.187e+00,1.218e+00,1.012e+00
4.400e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,2.652e+00,3.563e+00,2.534e+00,2.543e+00,2.791e+00,5.209e+00,5.209e+00,5.209e+00,1.204e+00,1.016e+00
4.400e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,2.666e+00,3.628e+00,2.551e+00,2.559e+00,2.798e+00,5.232e+00,5.232e+00,5.232e+00,1.235e+00,1.015e+00
4.400e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,2.681e+00,3.692e+00,2.568e+00,2.576e+00,2.804e+00,5.254e+00,5.254e+00,5.254e+00,1.245e+00,1.012e+00
4.400e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,2.695e+00,3.754e+00,2.584e+00,2.592e+00,2.811e+00,5.275e+00,5.275e+00,5.275e+00,1.231e+00,1.019e+00
4.400e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,2.710e+00,3.816e+00,2.600e+00,2.607e+00,2.818e+00,5.297e+00,5.297e+00,5.297e+00,1.239e+00,9.986e-01
4.400e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,2.723e+00,3.877e+00,2.615e+00,2.623e+00,2.825e+00,5.319e+00,5.319e+00,5.319e+00,1.225e+00,1.015e+00
4.400e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,2.737e+00,3.937e+00,2.631e+00,2.638e+00,2.833e+00,5.340e+00,5.340e+00,5.340e+00,1.257e+00,1.010e+00
4.600e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,2.605e+00,2.238e+00,2.412e+00,2.475e+00,3.258e+00,5.806e+00,5.806e+00,5.806e+00,1.107e+00,9.866e-01
4.600e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,2.636e+00,2.332e+00,2.445e+00,2.493e+00,3.304e+00,5.809e+00,5.809e+00,5.809e+00,1.123e+00,9.922e-01
4.600e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,2.665e+00,2.431e+00,2.476e+00,2.513e+00,3.295e+00,5.816e+00,5.816e+00,5.816e+00,1.111e+00,1.012e+00
4.600e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,2.692e+00,2.532e+00,2.505e+00,2.536e+00,3.271e+00,5.827e+00,5.827e+00,5.827e+00,1.116e+00,1.014e+00
4.600e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,2.718e+00,2.634e+00,2.532e+00,2.558e+00,3.247e+00,5.840e+00,5.840e+00,5.840e+00,1.126e+00,1.023e+00
4.600e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,2.743e+00,2.736e+00,2.559e+00,2.581e+00,3.226e+00,5.854e+00,5.854e+00,5.854e+00,1.141e+00,1.023e+00
4.600e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,2.766e+00,2.837e+00,2.584e+00,2.604e+00,3.208e+00,5.870e+00,5.870e+00,5.870e+00,1.146e+00,1.012e+00
4.600e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,2.789e+00,2.937e+00,2.608e+00,2.626e+00,3.195e+00,5.887e+00,5.887e+00,5.887e+00,1.162e+00,1.014e+00
4.600e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,2.810e+00,3.035e+00,2.631e+00,2.648e+00,3.185e+00,5.905e+00,5.905e+00,5.905e+00,1.183e+00,1.028e+00
4.600e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,2.831e+00,3.132e+00,2.654e+00,2.670e+00,3.178e+00,5.924e+00,5.924e+00,5.924e+00,1.177e+00,1.017e+00
4.600e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,2.851e+00,3.227e+00,2.676e+00,2.691e+00,3.173e+00,5.943e+00,5.943e+00,5.943e+00,1.164e+00,1.041e+00
4.600e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,2.870e+00,3.320e+00,2.697e+00,2.712e+00,3.170e+00,5.962e+00,5.962e+00,5.962e+00,1.181e+00,1.018e+00
4.600e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,2.889e+00,3.412e+00,2.718e+00,2.732e+00,3.168e+00,5.982e+00,5.982e+00,5.982e+00,1.187e+00,1.030e+00
4.600e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,2.907e+00,3.502e+00,2.738e+00,2.751e+00,3.168e+00,6.002e+00,6.002e+00,6.002e+00,1.210e+00,1.007e+00
4.600e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,2.925e+00,3.590e+00,2.757e+00,2.771e+00,3.168e+00,6.022e+00,6.022e+00,6.022e+00,1.189e+00,1.022e+00
4.600e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,2.942e+00,3.677e+00,2.777e+00,2.789e+00,3.169e+00,6.043e+00,6.043e+00,6.043e+00,1.208e+00,1.022e+00
4.600e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,2.958e+00,3.762e+00,2.795e+00,2.808e+00,3.171e+00,6.064e+00,6.064e+00,6.064e+00,1.210e+00,1.036e+00
4.600e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,2.975e+00,3.845e+00,2.813e+00,2.826e+00,3.173e+00,6.084e+00,6.084e+00,6.084e+00,1.207e+00,1.018e+00
4.600e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,2.990e+00,3.927e+00,2.831e+00,2.844e+00,3.176e+00,6.105e+00,6.105e+00,6.105e+00,1.213e+00,9.948e-01
4.600e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,3.006e+00,4.008e+00,2.849e+00,2.861e+00,3.180e+00,6.126e+00,6.126e+00,6.126e+00,1.206e+00,1.028e+00
4.600e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,3.021e+00,4.087e+00,2.866e+00,2.878e+00,3.184e+00,6.147e+00,6.147e+00,6.147e+00,1.218e+00,1.012e+00
4.600e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,3.036e+00,4.165e+00,2.883e+00,2.895e+00,3.188e+00,6.168e+00,6.168e+00,6.168e+00,1.204e+00,1.016e+00
4.600e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,3.051e+00,4.242e+00,2.899e+00,2.911e+00,3.193e+00,6.189e+00,6.189e+00,6.189e+00,1.235e+00,1.015e+00
4.600e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,3.065e+00,4.318e+00,2.916e+00,2.927e+00,3.197e+00,6.209e+00,6.209e+00,6.209e+00,1.245e+00,1.012e+00
4.600e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,3.079e+00,4.392e+00,2.932e+00,2.943e+00,3.202e+00,6.230e+00,6.230e+00,6.230e+00,1.231e+00,1.019e+00
4.600e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,3.093e+00,4.465e+00,2.947e+00,2.959e+00,3.208e+00,6.251e+00,6.251e+00,6.251e+00,1.239e+00,9.986e-01
4.600e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,3.106e+00,4.538e+00,2.963e+00,2.974e+00,3.213e+00,6.272e+00,6.272e+00,6.272e+00,1.225e+00,1.015e+00
4.600e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,3.120e+00,4.609e+00,2.978e+00,2.989e+00,3.219e+00,6.293e+00,6.293e+00,6.293e+00,1.257e+00,1.010e+00
4.800e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,3.072e+00,2.581e+00,2.838e+00,2.905e+00,3.835e+00,7.102e+00,7.102e+00,7.102e+00,1.107e+00,9.866e-01
4.800e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,3.102e+00,2.694e+00,2.868e+00,2.919e+00,3.885e+00,7.089e+00,7.089e+00,7.089e+00,1.123e+00,9.922e-01
4.800e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,3.130e+00,2.813e+00,2.896e+00,2.937e+00,3.866e+00,7.082e+00,7.082e+00,7.082e+00,1.111e+00,1.012e+00
4.800e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,3.157e+00,2.935e+00,2.923e+00,2.957e+00,3.829e+00,7.079e+00,7.079e+00,7.079e+00,1.116e+00,1.014e+00
4.800e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,3.182e+00,3.057e+00,2.948e+00,2.978e+00,3.792e+00,7.080e+00,7.080e+00,7.080e+00,1.126e+00,1.023e+00
