pf,N,m,T,sigma,cut,enskog_F-CS,enskog_F-kolafa,enskog_F-thol,enskog_F-mecke,enskog_F-gottschalk,enskog_F-hess,enskog_RDF_CS,enskog_RDF_LJ,omega,enskog_F-thol-fitted
3.000e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,9.701e-01,1.061e+00,9.419e-01,9.439e-01,1.023e+00,1.434e+00,1.434e+00,1.434e+00,1.181e+00,1.018e+00
3.000e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,9.850e-01,1.085e+00,9.579e-01,9.598e-01,1.034e+00,1.451e+00,1.451e+00,1.451e+00,1.187e+00,1.030e+00
3.000e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,9.997e-01,1.108e+00,9.735e-01,9.754e-01,1.046e+00,1.467e+00,1.467e+00,1.467e+00,1.210e+00,1.007e+00
3.000e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.014e+00,1.131e+00,9.888e-01,9.906e-01,1.057e+00,1.483e+00,1.483e+00,1.483e+00,1.189e+00,1.022e+00
3.000e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.028e+00,1.154e+00,1.004e+00,1.006e+00,1.069e+00,1.499e+00,1.499e+00,1.499e+00,1.208e+00,1.022e+00
3.000e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.042e+00,1.176e+00,1.018e+00,1.020e+00,1.080e+00,1.515e+00,1.515e+00,1.515e+00,1.210e+00,1.036e+00
3.000e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.055e+00,1.198e+00,1.033e+00,1.035e+00,1.091e+00,1.530e+00,1.530e+00,1.530e+00,1.207e+00,1.018e+00
3.000e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.069e+00,1.219e+00,1.047e+00,1.049e+00,1.103e+00,1.546e+00,1.546e+00,1.546e+00,1.213e+00,9.948e-01
3.000e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.082e+00,1.240e+00,1.061e+00,1.063e+00,1.114e+00,1.561e+00,1.561e+00,1.561e+00,1.206e+00,1.028e+00
3.000e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.095e+00,1.261e+00,1.075e+00,1.076e+00,1.125e+00,1.576e+00,1.576e+00,1.576e+00,1.218e+00,1.012e+00
3.000e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.107e+00,1.282e+00,1.088e+00,1.090e+00,1.136e+00,1.590e+00,1.590e+00,1.590e+00,1.204e+00,1.016e+00
3.000e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.120e+00,1.302e+00,1.101e+00,1.103e+00,1.147e+00,1.605e+00,1.605e+00,1.605e+00,1.235e+00,1.015e+00
3.000e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.132e+00,1.322e+00,1.114e+00,1.116e+00,1.158e+00,1.619e+00,1.619e+00,1.619e+00,1.245e+00,1.012e+00
3.000e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.144e+00,1.342e+00,1.127e+00,1.129e+00,1.168e+00,1.634e+00,1.634e+00,1.634e+00,1.231e+00,1.019e+00
3.000e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.156e+00,1.361e+00,1.140e+00,1.142e+00,1.179e+00,1.648e+00,1.648e+00,1.648e+00,1.239e+00,9.986e-01
3.000e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.168e+00,1.380e+00,1.152e+00,1.154e+00,1.190e+00,1.661e+00,1.661e+00,1.661e+00,1.225e+00,1.015e+00
3.000e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.180e+00,1.399e+00,1.165e+00,1.166e+00,1.200e+00,1.675e+00,1.675e+00,1.675e+00,1.257e+00,1.010e+00
3.200e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,8.918e-01,8.859e-01,8.351e-01,8.570e-01,1.045e+00,1.512e+00,1.512e+00,1.512e+00,1.107e+00,9.866e-01
3.200e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,9.143e-01,9.137e-01,8.593e-01,8.752e-01,1.064e+00,1.527e+00,1.527e+00,1.527e+00,1.123e+00,9.922e-01
3.200e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,9.358e-01,9.432e-01,8.827e-01,8.946e-01,1.076e+00,1.544e+00,1.544e+00,1.544e+00,1.111e+00,1.012e+00
3.200e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,9.565e-01,9.735e-01,9.053e-01,9.145e-01,1.086e+00,1.562e+00,1.562e+00,1.562e+00,1.116e+00,1.014e+00
3.200e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,9.763e-01,1.004e+00,9.271e-01,9.344e-01,1.095e+00,1.581e+00,1.581e+00,1.581e+00,1.126e+00,1.023e+00
3.200e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,9.955e-01,1.035e+00,9.481e-01,9.540e-01,1.105e+00,1.599e+00,1.599e+00,1.599e+00,1.141e+00,1.023e+00
3.200e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,1.014e+00,1.065e+00,9.684e-01,9.734e-01,1.116e+00,1.619e+00,1.619e+00,1.619e+00,1.146e+00,1.012e+00
3.200e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,1.032e+00,1.096e+00,9.881e-01,9.923e-01,1.126e+00,1.638e+00,1.638e+00,1.638e+00,1.162e+00,1.014e+00
3.200e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,1.049e+00,1.125e+00,1.007e+00,1.011e+00,1.137e+00,1.657e+00,1.657e+00,1.657e+00,1.183e+00,1.028e+00
3.200e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,1.066e+00,1.155e+00,1.026e+00,1.029e+00,1.148e+00,1.675e+00,1.675e+00,1.675e+00,1.177e+00,1.017e+00
3.200e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,1.083e+00,1.184e+00,1.044e+00,1.047e+00,1.159e+00,1.694e+00,1.694e+00,1.694e+00,1.164e+00,1.041e+00
3.200e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.099e+00,1.212e+00,1.061e+00,1.064e+00,1.170e+00,1.713e+00,1.713e+00,1.713e+00,1.181e+00,1.018e+00
3.200e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.115e+00,1.240e+00,1.078e+00,1.081e+00,1.182e+00,1.731e+00,1.731e+00,1.731e+00,1.187e+00,1.030e+00
3.200e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.130e+00,1.268e+00,1.095e+00,1.097e+00,1.193e+00,1.749e+00,1.749e+00,1.749e+00,1.210e+00,1.007e+00
3.200e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.145e+00,1.295e+00,1.111e+00,1.113e+00,1.204e+00,1.767e+00,1.767e+00,1.767e+00,1.189e+00,1.022e+00
3.200e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.160e+00,1.321e+00,1.127e+00,1.129e+00,1.216e+00,1.784e+00,1.784e+00,1.784e+00,1.208e+00,1.022e+00
3.200e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.174e+00,1.347e+00,1.142e+00,1.145e+00,1.227e+00,1.802e+00,1.802e+00,1.802e+00,1.210e+00,1.036e+00
3.200e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.188e+00,1.373e+00,1.158e+00,1.160e+00,1.238e+00,1.819e+00,1.819e+00,1.819e+00,1.207e+00,1.018e+00
3.200e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.202e+00,1.398e+00,1.173e+00,1.175e+00,1.249e+00,1.836e+00,1.836e+00,1.836e+00,1.213e+00,9.948e-01
3.200e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.216e+00,1.423e+00,1.187e+00,1.189e+00,1.260e+00,1.852e+00,1.852e+00,1.852e+00,1.206e+00,1.028e+00
3.200e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.229e+00,1.448e+00,1.202e+00,1.204e+00,1.271e+00,1.869e+00,1.869e+00,1.869e+00,1.218e+00,1.012e+00
3.200e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.242e+00,1.472e+00,1.216e+00,1.218e+00,1.282e+00,1.885e+00,1.885e+00,1.885e+00,1.204e+00,1.016e+00
3.200e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.255e+00,1.496e+00,1.230e+00,1.232e+00,1.293e+00,1.901e+00,1.901e+00,1.901e+00,1.235e+00,1.015e+00
3.200e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.268e+00,1.519e+00,1.243e+00,1.245e+00,1.304e+00,1.917e+00,1.917e+00,1.917e+00,1.245e+00,1.012e+00
3.200e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.281e+00,1.543e+00,1.257e+00,1.259e+00,1.315e+00,1.932e+00,1.932e+00,1.932e+00,1.231e+00,1.019e+00
3.200e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.293e+00,1.565e+00,1.270e+00,1.272e+00,1.325e+00,1.948e+00,1.948e+00,1.948e+00,1.239e+00,9.986e-01
3.200e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.306e+00,1.588e+00,1.283e+00,1.285e+00,1.336e+00,1.963e+00,1.963e+00,1.963e+00,1.225e+00,1.015e+00
3.200e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.318e+00,1.610e+00,1.296e+00,1.298e+00,1.347e+00,1.978e+00,1.978e+00,1.978e+00,1.257e+00,1.010e+00
3.400e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,1.030e+00,1.002e+00,9.561e-01,9.849e-01,1.225e+00,1.827e+00,1.827e+00,1.827e+00,1.107e+00,9.866e-01
3.400e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,1.054e+00,1.035e+00,9.831e-01,1.004e+00,1.246e+00,1.843e+00,1.843e+00,1.843e+00,1.123e+00,9.922e-01
3.400e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.077e+00,1.070e+00,1.009e+00,1.025e+00,1.258e+00,1.862e+00,1.862e+00,1.862e+00,1.111e+00,1.012e+00
3.400e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,1.099e+00,1.106e+00,1.034e+00,1.046e+00,1.267e+00,1.881e+00,1.881e+00,1.881e+00,1.116e+00,1.014e+00
3.400e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,1.120e+00,1.142e+00,1.057e+00,1.067e+00,1.275e+00,1.901e+00,1.901e+00,1.901e+00,1.126e+00,1.023e+00
3.400e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,1.140e+00,1.178e+00,1.080e+00,1.088e+00,1.284e+00,1.922e+00,1.922e+00,1.922e+00,1.141e+00,1.023e+00
3.400e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,1.160e+00,1.214e+00,1.102e+00,1.109e+00,1.293e+00,1.943e+00,1.943e+00,1.943e+00,1.146e+00,1.012e+00
3.400e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,1.179e+00,1.250e+00,1.123e+00,1.129e+00,1.302e+00,1.964e+00,1.964e+00,1.964e+00,1.162e+00,1.014e+00
3.400e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,1.197e+00,1.286e+00,1.143e+00,1.148e+00,1.312e+00,1.985e+00,1.985e+00,1.985e+00,1.183e+00,1.028e+00
3.400e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,1.215e+00,1.320e+00,1.163e+00,1.167e+00,1.323e+00,2.005e+00,2.005e+00,2.005e+00,1.177e+00,1.017e+00
3.400e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,1.232e+00,1.354e+00,1.182e+00,1.186e+00,1.333e+00,2.026e+00,2.026e+00,2.026e+00,1.164e+00,1.041e+00
3.400e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.249e+00,1.388e+00,1.201e+00,1.204e+00,1.344e+00,2.046e+00,2.046e+00,2.046e+00,1.181e+00,1.018e+00
3.400e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.266e+00,1.421e+00,1.219e+00,1.222e+00,1.355e+00,2.066e+00,2.066e+00,2.066e+00,1.187e+00,1.030e+00
3.400e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.282e+00,1.454e+00,1.237e+00,1.240e+00,1.366e+00,2.086e+00,2.086e+00,2.086e+00,1.210e+00,1.007e+00
3.400e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.298e+00,1.486e+00,1.254e+00,1.257e+00,1.376e+00,2.105e+00,2.105e+00,2.105e+00,1.189e+00,1.022e+00
3.400e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.313e+00,1.517e+00,1.271e+00,1.273e+00,1.387e+00,2.124e+00,2.124e+00,2.124e+00,1.208e+00,1.022e+00
3.400e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.328e+00,1.548e+00,1.287e+00,1.290e+00,1.398e+00,2.143e+00,2.143e+00,2.143e+00,1.210e+00,1.036e+00
3.400e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.343e+00,1.578e+00,1.303e+00,1.306e+00,1.409e+00,2.162e+00,2.162e+00,2.162e+00,1.207e+00,1.018e+00
3.400e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.357e+00,1.608e+00,1.319e+00,1.321e+00,1.420e+00,2.181e+00,2.181e+00,2.181e+00,1.213e+00,9.948e-01
3.400e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.372e+00,1.638e+00,1.334e+00,1.337e+00,1.431e+00,2.199e+00,2.199e+00,2.199e+00,1.206e+00,1.028e+00
3.400e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.386e+00,1.667e+00,1.349e+00,1.352e+00,1.442e+00,2.217e+00,2.217e+00,2.217e+00,1.218e+00,1.012e+00
3.400e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.399e+00,1.695e+00,1.364e+00,1.367e+00,1.453e+00,2.234e+00,2.234e+00,2.234e+00,1.204e+00,1.016e+00
3.400e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.413e+00,1.723e+00,1.379e+00,1.381e+00,1.463e+00,2.252e+00,2.252e+00,2.252e+00,1.235e+00,1.015e+00
3.400e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.426e+00,1.751e+00,1.393e+00,1.395e+00,1.474e+00,2.269e+00,2.269e+00,2.269e+00,1.245e+00,1.012e+00
3.400e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.439e+00,1.778e+00,1.407e+00,1.410e+00,1.485e+00,2.286e+00,2.286e+00,2.286e+00,1.231e+00,1.019e+00
3.400e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.452e+00,1.805e+00,1.421e+00,1.423e+00,1.495e+00,2.303e+00,2.303e+00,2.303e+00,1.239e+00,9.986e-01
3.400e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.465e+00,1.831e+00,1.435e+00,1.437e+00,1.506e+00,2.320e+00,2.320e+00,2.320e+00,1.225e+00,1.015e+00
3.400e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.477e+00,1.858e+00,1.449e+00,1.451e+00,1.516e+00,2.336e+00,2.336e+00,2.336e+00,1.257e+00,1.010e+00
3.600e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,1.194e+00,1.135e+00,1.102e+00,1.138e+00,1.439e+00,2.207e+00,2.207e+00,2.207e+00,1.107e+00,9.866e-01
3.600e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,1.219e+00,1.175e+00,1.132e+00,1.159e+00,1.463e+00,2.225e+00,2.225e+00,2.225e+00,1.123e+00,9.922e-01
3.600e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.244e+00,1.216e+00,1.160e+00,1.180e+00,1.474e+00,2.245e+00,2.245e+00,2.245e+00,1.111e+00,1.012e+00
3.600e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,1.267e+00,1.259e+00,1.187e+00,1.203e+00,1.481e+00,2.266e+00,2.266e+00,2.266e+00,1.116e+00,1.014e+00
3.600e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,1.289e+00,1.302e+00,1.212e+00,1.225e+00,1.487e+00,2.288e+00,2.288e+00,2.288e+00,1.126e+00,1.023e+00
3.600e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,1.311e+00,1.345e+00,1.237e+00,1.247e+00,1.494e+00,2.310e+00,2.310e+00,2.310e+00,1.141e+00,1.023e+00
3.600e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,1.331e+00,1.388e+00,1.260e+00,1.269e+00,1.501e+00,2.333e+00,2.333e+00,2.333e+00,1.146e+00,1.012e+00
3.600e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,1.351e+00,1.431e+00,1.282e+00,1.290e+00,1.509e+00,2.355e+00,2.355e+00,2.355e+00,1.162e+00,1.014e+00
3.600e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,1.371e+00,1.472e+00,1.304e+00,1.310e+00,1.518e+00,2.378e+00,2.378e+00,2.378e+00,1.183e+00,1.028e+00
3.600e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,1.389e+00,1.514e+00,1.325e+00,1.330e+00,1.527e+00,2.400e+00,2.400e+00,2.400e+00,1.177e+00,1.017e+00
3.600e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,1.408e+00,1.554e+00,1.345e+00,1.350e+00,1.537e+00,2.422e+00,2.422e+00,2.422e+00,1.164e+00,1.041e+00
3.600e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.425e+00,1.594e+00,1.365e+00,1.369e+00,1.547e+00,2.444e+00,2.444e+00,2.444e+00,1.181e+00,1.018e+00
3.600e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.442e+00,1.633e+00,1.384e+00,1.388e+00,1.557e+00,2.466e+00,2.466e+00,2.466e+00,1.187e+00,1.030e+00
3.600e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.459e+00,1.672e+00,1.402e+00,1.406e+00,1.567e+00,2.487e+00,2.487e+00,2.487e+00,1.210e+00,1.007e+00
3.600e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.476e+00,1.709e+00,1.421e+00,1.424e+00,1.577e+00,2.508e+00,2.508e+00,2.508e+00,1.189e+00,1.022e+00
3.600e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.492e+00,1.746e+00,1.438e+00,1.442e+00,1.587e+00,2.529e+00,2.529e+00,2.529e+00,1.208e+00,1.022e+00
3.600e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.507e+00,1.783e+00,1.455e+00,1.459e+00,1.598e+00,2.549e+00,2.549e+00,2.549e+00,1.210e+00,1.036e+00
3.600e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.523e+00,1.819e+00,1.472e+00,1.475e+00,1.608e+00,2.570e+00,2.570e+00,2.570e+00,1.207e+00,1.018e+00
3.600e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.538e+00,1.854e+00,1.489e+00,1.492e+00,1.619e+00,2.590e+00,2.590e+00,2.590e+00,1.213e+00,9.948e-01
3.600e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.552e+00,1.889e+00,1.505e+00,1.508e+00,1.629e+00,2.610e+00,2.610e+00,2.610e+00,1.206e+00,1.028e+00
3.600e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.567e+00,1.923e+00,1.521e+00,1.524e+00,1.640e+00,2.629e+00,2.629e+00,2.629e+00,1.218e+00,1.012e+00
3.600e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.581e+00,1.957e+00,1.536e+00,1.539e+00,1.650e+00,2.648e+00,2.648e+00,2.648e+00,1.204e+00,1.016e+00
3.600e-01,3.000e+03,1.000e+00,3.500e+00,1.000e+00,4.500e+00,1.595e+00,1.990e+00,1.552e+00,1.554e+00,1.661e+00,2.667e+00,2.667e+00,2.667e+00,1.235e+00,1.015e+00
3.600e-01,3.000e+03,1.000e+00,3.600e+00,1.000e+00,4.500e+00,1.609e+00,2.022e+00,1.567e+00,1.569e+00,1.671e+00,2.686e+00,2.686e+00,2.686e+00,1.245e+00,1.012e+00
3.600e-01,3.000e+03,1.000e+00,3.700e+00,1.000e+00,4.500e+00,1.622e+00,2.055e+00,1.581e+00,1.584e+00,1.681e+00,2.705e+00,2.705e+00,2.705e+00,1.231e+00,1.019e+00
3.600e-01,3.000e+03,1.000e+00,3.800e+00,1.000e+00,4.500e+00,1.636e+00,2.086e+00,1.596e+00,1.598e+00,1.692e+00,2.723e+00,2.723e+00,2.723e+00,1.239e+00,9.986e-01
3.600e-01,3.000e+03,1.000e+00,3.900e+00,1.000e+00,4.500e+00,1.649e+00,2.118e+00,1.610e+00,1.613e+00,1.702e+00,2.741e+00,2.741e+00,2.741e+00,1.225e+00,1.015e+00
3.600e-01,3.000e+03,1.000e+00,4.000e+00,1.000e+00,4.500e+00,1.662e+00,2.148e+00,1.624e+00,1.627e+00,1.712e+00,2.759e+00,2.759e+00,2.759e+00,1.257e+00,1.010e+00
3.800e-01,3.000e+03,1.000e+00,1.300e+00,1.000e+00,4.500e+00,1.387e+00,1.292e+00,1.280e+00,1.322e+00,1.692e+00,2.669e+00,2.669e+00,2.669e+00,1.107e+00,9.866e-01
3.800e-01,3.000e+03,1.000e+00,1.400e+00,1.000e+00,4.500e+00,1.415e+00,1.338e+00,1.311e+00,1.343e+00,1.721e+00,2.688e+00,2.688e+00,2.688e+00,1.123e+00,9.922e-01
3.800e-01,3.000e+03,1.000e+00,1.500e+00,1.000e+00,4.500e+00,1.440e+00,1.388e+00,1.341e+00,1.365e+00,1.730e+00,2.709e+00,2.709e+00,2.709e+00,1.111e+00,1.012e+00
3.800e-01,3.000e+03,1.000e+00,1.600e+00,1.000e+00,4.500e+00,1.465e+00,1.439e+00,1.370e+00,1.389e+00,1.734e+00,2.731e+00,2.731e+00,2.731e+00,1.116e+00,1.014e+00
3.800e-01,3.000e+03,1.000e+00,1.700e+00,1.000e+00,4.500e+00,1.489e+00,1.490e+00,1.397e+00,1.412e+00,1.737e+00,2.754e+00,2.754e+00,2.754e+00,1.126e+00,1.023e+00
3.800e-01,3.000e+03,1.000e+00,1.800e+00,1.000e+00,4.500e+00,1.511e+00,1.541e+00,1.422e+00,1.435e+00,1.741e+00,2.778e+00,2.778e+00,2.778e+00,1.141e+00,1.023e+00
3.800e-01,3.000e+03,1.000e+00,1.900e+00,1.000e+00,4.500e+00,1.533e+00,1.592e+00,1.447e+00,1.457e+00,1.746e+00,2.801e+00,2.801e+00,2.801e+00,1.146e+00,1.012e+00
3.800e-01,3.000e+03,1.000e+00,2.000e+00,1.000e+00,4.500e+00,1.554e+00,1.642e+00,1.471e+00,1.479e+00,1.752e+00,2.825e+00,2.825e+00,2.825e+00,1.162e+00,1.014e+00
3.800e-01,3.000e+03,1.000e+00,2.100e+00,1.000e+00,4.500e+00,1.574e+00,1.692e+00,1.493e+00,1.501e+00,1.759e+00,2.849e+00,2.849e+00,2.849e+00,1.183e+00,1.028e+00
3.800e-01,3.000e+03,1.000e+00,2.200e+00,1.000e+00,4.500e+00,1.593e+00,1.740e+00,1.515e+00,1.522e+00,1.766e+00,2.873e+00,2.873e+00,2.873e+00,1.177e+00,1.017e+00
3.800e-01,3.000e+03,1.000e+00,2.300e+00,1.000e+00,4.500e+00,1.612e+00,1.788e+00,1.536e+00,1.542e+00,1.774e+00,2.896e+00,2.896e+00,2.896e+00,1.164e+00,1.041e+00
3.800e-01,3.000e+03,1.000e+00,2.400e+00,1.000e+00,4.500e+00,1.631e+00,1.836e+00,1.557e+00,1.562e+00,1.783e+00,2.920e+00,2.920e+00,2.920e+00,1.181e+00,1.018e+00
3.800e-01,3.000e+03,1.000e+00,2.500e+00,1.000e+00,4.500e+00,1.649e+00,1.882e+00,1.577e+00,1.582e+00,1.792e+00,2.943e+00,2.943e+00,2.943e+00,1.187e+00,1.030e+00
3.800e-01,3.000e+03,1.000e+00,2.600e+00,1.000e+00,4.500e+00,1.666e+00,1.927e+00,1.596e+00,1.601e+00,1.801e+00,2.965e+00,2.965e+00,2.965e+00,1.210e+00,1.007e+00
3.800e-01,3.000e+03,1.000e+00,2.700e+00,1.000e+00,4.500e+00,1.683e+00,1.972e+00,1.615e+00,1.619e+00,1.810e+00,2.988e+00,2.988e+00,2.988e+00,1.189e+00,1.022e+00
3.800e-01,3.000e+03,1.000e+00,2.800e+00,1.000e+00,4.500e+00,1.700e+00,2.016e+00,1.634e+00,1.638e+00,1.820e+00,3.010e+00,3.010e+00,3.010e+00,1.208e+00,1.022e+00
3.800e-01,3.000e+03,1.000e+00,2.900e+00,1.000e+00,4.500e+00,1.716e+00,2.059e+00,1.652e+00,1.655e+00,1.829e+00,3.032e+00,3.032e+00,3.032e+00,1.210e+00,1.036e+00
3.800e-01,3.000e+03,1.000e+00,3.000e+00,1.000e+00,4.500e+00,1.732e+00,2.102e+00,1.669e+00,1.673e+00,1.839e+00,3.054e+00,3.054e+00,3.054e+00,1.207e+00,1.018e+00
3.800e-01,3.000e+03,1.000e+00,3.100e+00,1.000e+00,4.500e+00,1.747e+00,2.143e+00,1.686e+00,1.690e+00,1.849e+00,3.075e+00,3.075e+00,3.075e+00,1.213e+00,9.948e-01
3.800e-01,3.000e+03,1.000e+00,3.200e+00,1.000e+00,4.500e+00,1.763e+00,2.184e+00,1.703e+00,1.706e+00,1.859e+00,3.096e+00,3.096e+00,3.096e+00,1.206e+00,1.028e+00
3.800e-01,3.000e+03,1.000e+00,3.300e+00,1.000e+00,4.500e+00,1.777e+00,2.225e+00,1.720e+00,1.723e+00,1.869e+00,3.117e+00,3.117e+00,3.117e+00,1.218e+00,1.012e+00
3.800e-01,3.000e+03,1.000e+00,3.400e+00,1.000e+00,4.500e+00,1.792e+00,2.264e+00,1.736e+00,1.739e+00,1.878e+00,3.138e+00,3.138e+00,3.138e+00,1.204e+00,1.016e+00
